Distortion_Type,Image,SSIM_Score,GMSD_Score,UQI_Score,FSIM_Score,MSSSIM_Score
blur,im10,0.710176587224378,0.053370483030708,0.9305846496400001,0.5078255938633148,0.9999223202466965
blur,im12,0.6623649178453542,0.038099923413322426,0.9343787121855577,0.47600798746652884,0.9999422430992126
blur,im13,0.8207838768996575,0.02864999676541581,0.9729469177911465,0.6735559921411008,0.9999443143606186
blur,im14,0.6272071437468628,0.046955146674413986,0.923154057969678,0.5199927542246485,0.999902106821537
blur,im15,0.38607855863403706,0.0828601933091132,0.8744464331346448,0.30749783213479265,0.9997047781944275
blur,im16,0.7410016732787619,0.05734765959745636,0.9586651853646507,0.5287855856614837,0.9999137595295906
blur,im17,0.9997930625028943,0.001261385193536792,0.9999705532876069,0.9833235321554286,1.0
blur,im18,0.7697216297912204,0.048586245375871424,0.9605463290287387,0.4825144377244232,0.9999021142721176
blur,im2,0.5348882290736695,0.06996681578559893,0.9569621573065648,0.2955321626076327,0.9998520910739899
blur,im20,0.5828038456438234,0.060664390467088346,0.9113215938446745,0.41031313343505343,0.9998634258906046
blur,im21,0.7728968410775741,0.030427062741777384,0.9253736451291833,0.7560631622138989,0.9999224742253622
blur,im22,0.8795929769745869,0.04308085773655895,0.9778907704047587,0.6774637787728799,0.9999662637710571
blur,im24,0.7216986432736667,0.04953550876744943,0.9485495173990821,0.6014557171954548,0.9998706951737404
blur,im26,0.593105735041746,0.06364773410272115,0.9395269655879945,0.425940081302426,0.9999024420976639
blur,im27,0.5457994607305048,0.07871870443699204,0.9411567892616622,0.4268311272779664,0.9997747987508774
blur,im29,0.8064838141006478,0.03564644603240946,0.9694357164084373,0.7222807501139994,0.9999058842658997
blur,im3,0.6803544254010658,0.05347663366132902,0.94743606203424,0.5055020525924105,0.99986532330513
blur,im7,0.5994310651263233,0.09371799149892629,0.9455526075563527,0.3542862748849003,0.9996531307697296
blur,im8,0.9996379866736407,0.0016876219443685296,0.9999454089711448,0.9758906525574711,1.0
ff,im10,0.3655239959310103,0.08854620564732421,0.8107408055221147,0.3291569276653247,0.9995601177215576
ff,im12,0.4568869156357252,0.057034047262677856,0.8835588902661866,0.25541085662010843,0.9997955560684204
ff,im13,0.7293209162739082,0.04029095455263851,0.9673762221073434,0.499383323370373,0.9998899027705193
ff,im14,0.48129207259016726,0.06365250408092721,0.8987647812113102,0.3836823477915454,0.999807670712471
ff,im15,0.4377127080222547,0.08033726775639279,0.87874254591967,0.3565405317202024,0.9995834454894066
ff,im16,0.49261817480462594,0.09194088784511709,0.8847841242346,0.415604507656564,0.9993401914834976
ff,im17,0.640557718931029,0.054628356982822646,0.9358938882182871,0.39590869561205233,0.999749518930912
ff,im18,0.6532008177057126,0.06377773268970413,0.933800723329577,0.4286958277721949,0.9996945336461067
ff,im2,0.531101065548882,0.06714403761202616,0.9611711568849971,0.3154257950028456,0.9997609555721283
ff,im20,0.4493930863197465,0.07391978547516974,0.8734293627770326,0.36298081192498727,0.9997180625796318
ff,im21,0.3760400564399353,0.08922815260996692,0.7749388179016748,0.34973813195765396,0.9996518343687057
ff,im22,0.3655907026861168,0.09782895110466343,0.8721636538926267,0.36180871933329195,0.9994947910308838
ff,im24,0.35403593353902846,0.09773229652000216,0.8557225465335448,0.34727759065327357,0.9993269145488739
ff,im26,0.33779082402059446,0.0872153693393721,0.8827069767798369,0.3427339512097647,0.9995699822902679
ff,im27,0.6731164317492404,0.06590843475909762,0.9498586474290388,0.577965298918374,0.9996617808938026
ff,im29,0.5601619416421583,0.07530261107847208,0.9364978771114321,0.4747585241221799,0.9997638687491417
ff,im3,0.5699871478108364,0.07189619267049378,0.9180056308570894,0.42979958458336415,0.9996436014771461
ff,im5,0.6342844926215765,0.05580814538304271,0.9511428938056414,0.5045237951922975,0.9998318701982498
ff,im7,0.6112367670584394,0.09105284604792123,0.9469805429148983,0.4060339674390653,0.99947340041399
ff,im8,0.7828076898968654,0.03571134047998303,0.9711644163352913,0.5129335789065238,0.999928280711174
jp2k,im10,0.6877664854621149,0.05063529944028816,0.9375431059186907,0.5551193083607286,0.9999113231897354
jp2k,im12,0.8267340628975792,0.023553954890287207,0.9761077975316205,0.6538706881930748,0.9999745488166809
jp2k,im13,0.8549918948871392,0.024162950010351014,0.9886828865717434,0.5687295654048634,0.9999781996011734
jp2k,im14,0.5337030402342191,0.054511127307871776,0.9271332881497134,0.4144548286378367,0.9998821020126343
jp2k,im15,0.7688148984519796,0.039043895029902215,0.9702291612110169,0.6051644414580593,0.9999476298689842
jp2k,im16,0.8130709942091849,0.0412390912083381,0.9729453149679514,0.6661637422069533,0.9999093487858772
jp2k,im17,0.8667136626582906,0.022234291211751467,0.9879784311151305,0.5967370508919613,0.9999759718775749
jp2k,im18,0.7877320960714943,0.036927328651072344,0.9808095883871734,0.4880143092817081,0.9999610781669617
jp2k,im2,0.8139628623795513,0.031190301751024184,0.9912713889082635,0.5769013870944639,0.9999746233224869
jp2k,im20,0.6537864744870617,0.04708972606818024,0.9506270515290998,0.5079754086746399,0.9999275803565979
jp2k,im21,0.6372687171438549,0.06365512434367683,0.8921703067376217,0.5694215449970231,0.9998851642012596
jp2k,im22,0.5924179240500413,0.0728900223108078,0.9334492119663798,0.5228689565871758,0.9998401030898094
jp2k,im24,0.7779868991433472,0.04573159449769743,0.9698381777957468,0.6269044272883916,0.9999423027038574
jp2k,im26,0.613551309794245,0.05880718628307902,0.9496294489944127,0.5189483956248655,0.9998947829008102
jp2k,im27,0.8228035111360054,0.0418957798835598,0.9831308970283829,0.6748141159273219,0.9999521747231483
jp2k,im29,0.8913645936796339,0.03227692720339414,0.9880806624486386,0.7186752871705362,0.9999776035547256
jp2k,im3,0.8501181847954484,0.029261881802827787,0.9875597369237902,0.619073442946308,0.9999792948365211
jp2k,im5,0.7440834684491932,0.038592382032405614,0.9729267861354303,0.5948259308549559,0.9999212473630905
jp2k,im7,0.8307227704687566,0.04417200413492454,0.9873767123862265,0.5237699410852273,0.9999405220150948
jp2k,im8,0.853694102523254,0.0231815724003599,0.9882343893343598,0.5615903787163385,0.9999828413128853
jpeg,im10,0.8280779140133138,0.03929030595836831,0.9676487144870901,0.6635972152131063,0.9999649599194527
jpeg,im12,0.7393781771043891,0.032775945029550765,0.9653601790011984,0.5444366199270286,0.9999713972210884
jpeg,im13,0.892536661996408,0.020437931084894057,0.993023956924365,0.5936709665860691,0.9999907165765762
jpeg,im14,0.7942593109675331,0.03721759360671296,0.9686708110166422,0.6407600069544073,0.9999682009220123
jpeg,im15,0.7946240563623316,0.04138529369290127,0.9725375066933835,0.601323573075589,0.9999606013298035
jpeg,im16,0.8324597311239259,0.045124145938912,0.9786148677013637,0.633423858916784,0.9999582916498184
jpeg,im17,0.8421006951256101,0.024766893102689636,0.9883439075953836,0.4627915379525121,0.9999830201268196
jpeg,im18,0.8779298450586293,0.026654161729512373,0.9903644219925036,0.5326353108083937,0.9999846518039703
jpeg,im2,0.8316264181166287,0.031105430863702335,0.9917486119684367,0.5808609777244436,0.9999769032001495
jpeg,im20,0.747694094285007,0.04123591858385176,0.9661340874864515,0.5923569021288402,0.9999608993530273
jpeg,im21,0.7840273020120199,0.054562850370378876,0.9316408673055881,0.6717085111635798,0.9999371245503426
jpeg,im22,0.8068672464417538,0.05440380790256874,0.9658965824685672,0.6692538638951739,0.9999406486749649
jpeg,im24,0.8306844858416533,0.04188983259322977,0.9769589077571161,0.6572619265722659,0.999961644411087
jpeg,im26,0.7857724625534673,0.045531995358462876,0.9710003935902656,0.6387556531140657,0.99995256960392
jpeg,im27,0.8694183275787016,0.03943557335462634,0.986949647085457,0.70391370821813,0.9999695271253586
jpeg,im29,0.884223308892291,0.035383723444710136,0.9872495605747846,0.6999160892282077,0.9999761208891869
jpeg,im3,0.8632820677970697,0.028392151079107638,0.9892816528457691,0.599207241529854,0.9999818131327629
jpeg,im5,0.8299136095263786,0.03400710921343694,0.984163328450589,0.6031237836038926,0.9999727159738541
jpeg,im7,0.8801438473196516,0.03540494022906416,0.9923653316484417,0.533263829877949,0.999968022108078
jpeg,im8,0.8575794872137104,0.023802860884971383,0.9889375919174641,0.5061278210726229,0.9999842271208763
wn,im10,0.6057340552795782,0.08312259878161678,0.8621442061421939,0.5803060707542136,0.9997929185628891
wn,im12,0.4430794119614611,0.11179493430513641,0.6880013645791839,0.47472720624928605,0.9994450658559799
wn,im13,0.34668943418594056,0.11863615373227819,0.7636824915918632,0.36232781182184864,0.999278262257576
wn,im14,0.37480539679820607,0.13133009557417058,0.6892675075753814,0.4806647014658106,0.9992752447724342
wn,im15,0.4108511968284389,0.12020064222852704,0.7877077526502153,0.47572665739958825,0.999514751136303
wn,im16,0.4080269855376006,0.1648665026971282,0.7109523585375893,0.46866098671099116,0.9983728379011154
wn,im17,0.29964255657680067,0.13739712186455072,0.696312060976207,0.32860316750082486,0.9990342035889626
wn,im18,0.26826593421122324,0.1858133812400874,0.6024476104170106,0.31106538793758426,0.9980913549661636
wn,im2,0.5100349938073545,0.10068399296247768,0.8601746596017223,0.48987962142919556,0.9987945109605789
wn,im20,0.23942619187239483,0.19891193785094718,0.5243713374097787,0.38966968141719854,0.9979524984955788
wn,im21,0.5280941063986463,0.13470738351736056,0.6817064702276736,0.591316715068076,0.999137632548809
wn,im22,0.49702487477802165,0.15503050461485748,0.709297963889683,0.5507374099444565,0.9986599236726761
wn,im24,0.36356830774716575,0.14076468547598636,0.7772091398808814,0.4676540055932123,0.999432697892189
wn,im26,0.41992550603286233,0.13888481537265315,0.754061787260767,0.49908745411753386,0.9993124380707741
wn,im27,0.4401211323006229,0.1666627104597106,0.7209556983615861,0.5141070424900152,0.9982868805527687
wn,im29,0.3584815178614071,0.19217377660432888,0.6231622439840678,0.4647205093073355,0.9978451356291771
wn,im3,0.5960138505870249,0.06614838862507075,0.9252756278637752,0.525187117372383,0.9998382776975632
wn,im5,0.31089139449574993,0.16902072016184672,0.6604679654101888,0.396483808960411,0.9983098208904266
wn,im7,0.57451116896794,0.06722878125336536,0.9646972362421882,0.5007957922903683,0.999814860522747
wn,im8,0.23518126230848094,0.19670289316502332,0.5043958023121005,0.2866039777310581,0.9981382787227631
